time,yaw,pitch,roll
182.882,90.1,-11.28,-26.18
182.885,90.72,-9.31,-25.42
182.887,91.42,-7.09,-24.6
182.889,92.26,-4.74,-23.71
182.891,93.04,-2.02,-22.6
182.894,93.78,0.36,-21.45
182.896,94.07,1.17,-20.85
182.913,94.21,1.04,-21.44
182.915,93.8,0.95,-21.99
182.918,93.66,1.71,-21.93
182.92,93.85,3.09,-20.94
182.922,94.31,4.77,-19.9
182.924,94.77,6.24,-19.01
182.927,94.53,6.34,-19.26
182.928,93.99,6.04,-19.87
182.947,93.19,5.82,-19.93
182.949,93.21,6.69,-19.63
182.953,93.49,8.26,-19.11
182.955,94.12,9.96,-18.22
182.958,95.05,11.89,-17.76
182.961,95.97,13.57,-17.3
182.963,96.47,14.33,-16.63
182.98,96.77,14.07,-16.72
182.983,96.62,13.17,-17.16
182.986,96.12,12.44,-17.54
182.989,96.3,12.41,-16.36
182.993,-161.66,56,-9.69
182.996,-164.23,55.62,-5.57
182.999,-165.59,52.64,-1.61
183.012,-166.19,49.31,1.16
183.015,-170.16,45.2,-1.17
183.02,-178.87,40.4,2.74
183.022,175.16,36.24,3.29
183.024,166.87,34.06,3.99
183.027,161.51,35.61,3.55
